col_A,col_B,col_C
zur Inhaltsübersicht,,
"Deutschlandatlas_GEM1224_b: Indikatoren auf Gemeindeebene, Gebietsstand zum 31.12.2024 ",,
GKZ1224,Gemeindename,"Indikatorkürzel: bev_dicht

Einwohner/-innen je km² im Jahr 2024"
13071175,Eldetal,12.09
13071176,Südmüritz,10.89
13072001,Admannshagen-Bargeshagen,185.75
13072002,Alt Bukow,33.51
13072003,Alt Sührkow,15.24
13072004,Altkalen,17.27
13072005,Am Salzhaff,33.01
13072006,"Bad Doberan, Stadt",398.14
13072007,Bartenshagen-Parkentin,85.45
13072008,Bastorf,44.95
13072009,Baumgarten,20.67
13072010,Behren-Lübchin,13.58
13072011,Benitz,41.67
13072012,Bentwisch,122.42
13072013,Bernitt,21.18
13072014,Biendorf,32.4
13072015,Blankenhagen,43.51
13072017,"Börgerende-Rethwisch, Ostseebad",107.92
13072018,Bröbberow,46.63
13072019,Broderstorf,109.32
13072020,"Bützow, Stadt",194.35
13072021,Cammin,26.35
13072022,Carinerland,24.68
13072023,Dahmen,11.75
13072024,Dalkendorf,17.34
13072026,Dobbin-Linstow,7.8
13072027,Dolgen am See,18.64
13072028,Dreetz,15.92
13072029,Dummerstorf,62.87
13072030,Elmenhorst/Lichtenhagen,346.81
13072031,Finkenthal,16.4
13072032,Gelbensande,53.7
13072033,Glasewitz,26.43
13072034,Gnewitz,26.56
13072035,"Gnoien, Warbelstadt",65.75
13072036,"Graal-Müritz, Ostseeheilbad",502.55
13072037,Grammow,10.09
13072038,Groß Roge,23.72
13072039,Groß Schwiesow,22.21
13072040,Groß Wokern,46.3
13072041,Groß Wüstenfelde,29.56
13072042,Gülzow-Prüzen,26
13072043,"Güstrow, Barlachstadt",407.36
13072044,Gutow,43.54
13072045,Hohen Demzin,15.01
13072046,Hohen Sprenz,22.45
13072047,Hohenfelde,78.44
13072048,Hoppenrade,20.01
13072049,Jördenstorf,38.51
13072050,Jürgenshagen,26.51
13072051,Kassow,24.76
13072053,Klein Belitz,20.49
13072055,Klein Upahl,28.99
13072056,"Krakow am See, Stadt",38.05
13072057,Kritzmow,265.51
13072058,"Kröpelin, Stadt",72.53
13072059,Kuchelmiß,17.84
13072060,"Kühlungsborn, Ostseebad, Stadt",500.19
13072061,Kuhs,22.76
13072062,"Laage, Stadt",54.42
13072063,Lalendorf,25.11
13072064,Lambrechtshagen,213.58
13072066,Lelkendorf,13.96
13072067,Lohmen,23.46
13072069,Lüssow,58.88
13072071,Mistorf,25.52
13072072,Mönchhagen,120.11
13072073,Mühl Rosin,46.37
13072074,"Neubukow, Schliemannstadt",157.88
13072075,"Nienhagen, Ostseebad",385.07
13072076,Nustrow,25.04
13072077,Papendorf,108.83
13072078,Penzin,22.12
13072079,Plaaz,21.61
13072080,Pölchow,74.76
13072081,Poppendorf,53.74
13072082,Prebberede,17.16
13072083,Reddelich,110.94
13072084,Reimershagen,11.42
13072085,"Rerik, Ostseebad, Stadt",63.3
13072086,Retschow,51.91
13072087,Roggentin,280.98
13072088,Rövershagen,140.42
13072089,Rühn,42.47
13072090,Rukieten,29.51
13072091,Sanitz,79.28
13072092,Sarmstorf,45.5
13072093,Satow,52.83
13072094,Schorssow,13.21
13072095,"Schwaan, Stadt",129.99
13072096,Schwasdorf,17.73
13072097,Selpin,15.71
13072098,Stäbelow,89.15
13072099,Steffenshagen,58.87
13072101,Steinhagen,66.17
13072102,Stubbendorf,17.84
13072103,Sukow-Levitzow,24.96
13072104,Tarnow,26.73
13072105,"Tessin, Blumenstadt",168.87
13072106,"Teterow, Bergringstadt",173.91
13072107,Thelkow,18.91
13072108,Thulendorf,61.38
13072109,Thürkow,25.39
13072110,Vorbeck,25.45
13072111,Walkendorf,13.43
13072112,Wardow,19.43
13072113,Warnkenhagen,16.06
13072114,Warnow,21.76
13072116,Wiendorf,46.35
13072117,Wittenbeck,90.72
13072118,Zarnewanz,30.84
13072119,Zehna,24.77
13072120,Zepelin,20.34
13072121,Ziesendorf,54.13
13073001,Ahrenshagen-Daskow,37.54
13073002,"Ahrenshoop, Ostseebad",118.03
13073003,Altefähr,63.11
13073004,Altenkirchen,38.79
13073005,Altenpleen,47.91
13073006,"Baabe, Ostseebad",423.45
13073007,"Bad Sülze, Stadt",62.2
13073009,"Barth, Stadt",183.78
13073010,"Bergen auf Rügen, Stadt",261.35
13073011,"Binz, Ostseebad",200.52
13073012,"Born a. Darß, Seebad",15.94
13073013,Breege,35.71
13073014,Buschvitz,21.19
13073015,Dettmannsdorf,22.89
13073016,Deyelsdorf,14.74
13073017,"Dierhagen, Ostseebad",54.11
13073018,Divitz-Spoldershagen,18.98
13073019,Dranske,50.75
13073020,Drechow,13.18
13073021,Dreschvitz,33.83
13073022,Eixen,11.89
13073023,Elmenhorst,30.86
13073024,"Franzburg, Stadt",83.68
13073025,Fuhlendorf,48.23
13073027,"Garz/Rügen, Stadt",32.92
13073028,Gingst,57.06
13073029,Glewitz,12.53
13073030,"Glowe, Ostseebad",43.83
13073031,"Göhren, Ostseebad",190.48
13073032,Grammendorf,14.03
13073033,Gransebieth,21.95
13073034,Gremersdorf-Buchholz,11.64
13073035,"Grimmen, Stadt",179.69
13073036,Groß Kordshagen,16.47
13073037,Groß Mohrdorf,18.64
13073038,Gustow,20.02
13073039,Hugoldsdorf,8.5
13073040,"Insel Hiddensee, Seebad",47.85
13073041,Jakobsdorf,24.56
13073042,Karnin,18.47
13073043,Kenz-Küstrow,29.05
13073044,Klausdorf,58.4
13073045,Kluis,17.63
13073046,Kramerhof,106.03
13073048,Lancken-Granitz,33.65
13073049,Lietzow,27.18
13073050,Lindholz,15.22
13073051,Löbnitz,26.7
13073052,Lohme,34.78
13073053,Lüdershagen,39.56
13073054,Lüssow,45.74
13073055,"Marlow, Stadt",31.93
13073057,Millienhagen-Oebelitz,11.66
13073059,Neuenkirchen,11.86
13073060,Niepars,36.6
13073061,Pantelitz,61.86
13073062,Papenhagen,24.95
13073063,Parchtitz,29.48
13073064,Patzig,52.23
13073065,Poseritz,23.91
13073066,Preetz,79.01
13073067,"Prerow, Ostseebad",112.4
13073068,Prohn,130.25
13073069,Pruchten,88.7
13073070,"Putbus, Stadt",66.59
13073071,Putgarten,14.73
13073072,Ralswiek,14.92
13073073,Rambin,30.28
13073074,Rappin,10.59
13073075,"Ribnitz-Damgarten, Bernsteinstadt",124.83
13073076,"Richtenberg, Stadt",83.02
13073077,Saal,29.47
13073078,Sagard,86.32
13073079,Samtens,61.26
13073080,"Sassnitz, Stadt",187.58
13073081,Schaprode,20.6
13073082,Schlemmin,12.21
13073083,Sehlen,43.25
13073084,"Sellin, Ostseebad",173.89
13073085,Semlow,18.19
13073086,Splietsdorf,18.42
13073087,Steinhagen,75.28
13073088,"Stralsund, Hansestadt",990.91
13073089,Süderholz,26.15
13073090,Sundhagen,31.89
13073092,Trent,17.81
13073093,"Tribsees, Stadt",45.59
13073094,Trinwillershagen,34.27
13073095,Ummanz,12.97
13073096,Velgast,20.53
13073097,Weitenhagen,13.07
13073098,Wendisch Baggendorf,24.22
13073099,Wendorf,54.91
13073100,Wieck a. Darß,77.38
13073101,Wiek,37.78
13073102,Wittenhagen,24.03
13073103,"Wustrow, Ostseebad",164.83
13073104,Zarrendorf,237.26
13073105,"Zingst, Ostseeheilbad",55.9
13073106,Zirkow,25.31
13073107,"Mönchgut, Ostseebad",61.76
13074001,Alt Meteln,51.25
13074002,Bad Kleinen,157.35
13074003,Barnekow,36.92
13074004,Benz,28.19
13074005,Bernstorf,20.94
13074006,Bibow,14.91
13074007,Blowatz,36.67
13074008,Bobitz,38.3
13074009,Boiensdorf,38.61
13074010,"Boltenhagen, Ostseebad",132.43
13074012,Brüsewitz,61.52
13074013,Carlow,38.1
13074014,Cramonshagen,51.18
13074015,Dalberg-Wendelstorf,58.46
13074016,Damshagen,33.21
13074017,"Dassow, Stadt",58.57
13074018,Dechow,11.75
13074019,Dorf Mecklenburg,105.89
13074020,Dragun,34.72
13074021,"Gadebusch, Stadt",106.51
13074022,Gägelow,111.56
13074023,Glasin,20.18
13074024,Gottesgabe,33.77
13074025,Grambow,32.64
13074026,"Grevesmühlen, Stadt",194.1
13074027,Grieben,24.96
13074028,Groß Molzahn,65.77
13074030,Groß Stieten,86.54
13074031,Hohen Viecheln,37.87
13074032,Hohenkirchen,25.04
13074033,Holdorf,30.14
13074034,Hornstorf,91.21
13074035,"Insel Poel, Ostseebad",68.99
13074036,Jesendorf,24.66
13074037,Kalkhorst,33.32
13074038,Klein Trebbow,41.49
13074039,"Klütz, Stadt",68.33
13074040,Kneese,20.68
13074042,Königsfeld,28.37
13074043,Krembz,22.06
13074044,Krusenhagen,53.33
13074046,Lübberstorf,17.77
13074047,Lübow,43.99
13074048,Lübstorf,33.89
13074049,Lüdersdorf,94.23
13074050,Lützow,62.11
13074052,Menzendorf,24.42
13074053,Metelsdorf,58.34
13074054,Mühlen Eichsen,39.9
13074056,Neuburg,49.12
13074057,"Neukloster, Stadt",142.68
13074060,Passee,11.42
13074061,Perlin,28.16
13074062,Pingelshagen,268.27
13074064,Pokrent,42.17
13074065,"Rehna, Stadt",79.45
13074066,Rieps,29.55
13074067,Roduchelstorf,23.36
13074068,Roggendorf,31.86
13074069,Roggenstorf,22.59
13074070,Rögnitz,16.19
13074071,Rüting,35.75
13074072,Schildetal,37.1
13074073,Schlagsdorf,63.41
13074074,"Schönberg, Stadt",82.79
13074075,Seehof,216.78
13074076,Selmsdorf,83.75
13074077,Testorf-Steinfort,26.64
13074078,Thandorf,20.46
13074079,Upahl,38.17
13074080,Utecht,35.17
13074081,Veelböken,20.14
13074082,Ventschow,53.93
13074084,"Warin, Stadt",73.23
13074085,Warnow,39.2
13074087,"Wismar, Hansestadt",1035.59
13074088,Zickhusen,41.31
13074089,Zierow,74.28
13074090,Zurow,31.64
13074091,Züsow,15.42
13074092,Wedendorfersee,27.45
13074093,Stepenitztal,38.19
13074094,Siemz-Niendorf,22.04
13075001,Ahlbeck,32.14
13075002,Alt Tellin,15.01
13075003,"Altwarp, Fischerdorf",12.4
13075004,Altwigshagen,12.73
13075005,"Anklam, Hansestadt",210.25
13075006,Bandelin,32.64
13075007,Bargischow,13.68
13075008,Behrenhoff,35.62
13075009,Bentzin,22.38
13075010,Benz,43.35
13075011,Bergholz,14.11
13075012,Blankensee,16.67
13075013,Blesewitz,18.91
13075015,Boldekow,12.82
13075016,Boock,46.08
13075017,Brietzig,15.42
13075018,Brünzow,43.5
13075020,Bugewitz,4.16
13075021,Buggenhagen,6.79
13075022,Butzow,34.01
13075023,Daberkow,21.2
13075025,Dargelin,23.03
13075026,Dargen,19.41
13075027,Dersekow,44.21
13075029,Ducherow,28.34
13075031,"Eggesin, Stadt",54.55
13075032,Fahrenwalde,10.34
13075033,Ferdinandshof,55.12
13075034,Garz,25.49
13075035,Glasow,9.04
13075036,Görmin,25.23
13075037,Grambin,23.27
13075038,Grambow,24.84
13075039,"Greifswald, Universitäts- und Hansestadt",1103.96
13075040,Gribow,16.48
13075041,Groß Kiesow,25.2
13075042,Groß Luckow,20.62
13075043,Groß Polzin,12.51
13075044,"Gützkow, Stadt",52.63
13075045,Hammer a.d. Uecker,21
13075046,Hanshagen,89.96
13075048,Heinrichswalde,23.67
13075049,"Heringsdorf, Ostseebad",153.13
13075050,Hinrichshagen,93.03
13075051,Hintersee,6.61
13075053,Iven,11.44
13075054,"Jarmen, Stadt",90.75
13075055,Jatznick,34.52
13075056,Kamminke,77.63
13075058,"Karlshagen, Ostseebad",553.13
13075059,Katzow,22.62
13075060,Kemnitz,60.19
13075061,Klein Bünzow,19.29
13075063,Koblentz,8.53
13075065,Korswandt,44.42
13075066,"Koserow, Ostseebad",252.06
13075067,Krackow,13.76
13075068,Krien,30.99
13075069,Kröslin,77.41
13075070,Kruckow,18.46
13075071,Krugsdorf,56.47
13075072,Krummin,21.07
13075073,Krusenfelde,12.34
13075074,"Lassan, Stadt",43.39
13075075,Leopoldshagen,30.15
13075076,Levenhagen,30.35
13075078,Liepgarten,23.99
13075079,Löcknitz,143.86
13075080,"Loddin, Seebad",142.48
13075081,Loissin,51.23
13075082,"Loitz, Stadt",46.6
13075083,"Lubmin, Seebad",160.84
13075084,Lübs,10.29
13075085,Luckow,14.12
13075087,Lütow,26.44
13075088,Medow,17.39
13075089,Meiersberg,38.29
13075090,Mellenthin,23.23
13075091,Mesekenhagen,42.08
13075092,Mölschow,44.72
13075093,Mönkebude,20.67
13075094,Murchin,17.31
13075095,Nadrensee,17.7
13075097,Neu Boltenhagen,23.08
13075098,Neu Kosenow,18.35
13075101,Neuenkirchen,13.76
13075102,Neuenkirchen,99.96
13075103,Nieden,23.85
13075104,Papendorf,19.1
13075105,"Pasewalk, Stadt",175.08
13075106,Peenemünde,14.34
13075107,"Penkun, Stadt",21.64
13075108,Plöwen,19.14
13075109,Polzow,28.55
13075110,Postlow,20
13075111,Pudagla,35.57
13075113,Ramin,14.43
13075114,Rankwitz,16.5
13075115,Rollwitz,23.57
13075116,Rossin,13.7
13075117,Rossow,19.14
13075118,Rothemühl,9.2
13075119,Rothenklempenow,10.14
13075120,Rubenow,21.24
13075121,Rubkow,17.61
13075122,Sarnow,14.32
13075123,Sassen-Trantow,18.04
13075124,Sauzin,59.85
13075125,Schmatzin,15.88
13075126,Schönwalde,18.5
13075127,Spantekow,14.57
13075128,Stolpe an der Peene,15.39
13075129,Stolpe auf Usedom,23.52
13075130,"Strasburg (Uckermark), Stadt",48.9
13075131,"Torgelow, Stadt",123.27
13075133,"Trassenheide, Ostseebad",110.47
13075134,Tutow,162.64
13075135,"Ückeritz, Seebad",74.95
13075136,"Ueckermünde, Seebad , Stadt",102.11
13075137,"Usedom, Stadt",38.39
13075138,Viereck,16.47
13075139,Vogelsang-Warsin,5.89
13075140,Völschow,24.72
13075141,Wackerow,47.12
13075142,Weitenhagen,55.67
13075143,Wilhelmsburg,15.83
13075144,"Wolgast, Stadt",178.05
13075145,Wrangelsburg,15.17
13075146,Wusterhusen,54.56
13075147,Zemitz,19.24
13075148,"Zempin, Seebad",267.77
13075149,Zerrenthin,30.72
13075150,Ziethen,22.78
13075151,"Zinnowitz, Ostseebad",416.94
13075152,Zirchow,63.27
13075154,Züssow,42.34
13075155,Neetzow-Liepen,18.3
13075156,Karlsburg,50.12
13076001,Alt Krenzlin,19.55
13076002,Alt Zachun,41.99
13076003,Balow,24.55
13076004,Bandenitz,30.46
13076005,Banzkow,49.82
13076006,Barkhagen,18.82
13076007,Barnin,27.38
13076008,Belsch,9.56
13076009,Bengerstorf,14.62
13076010,Besitz,19.9
13076011,Blankenberg,17.7
13076012,Blievenstorf,19.81
13076013,Bobzin,42.86
13076014,"Boizenburg/ Elbe, Stadt",232.98
13076015,Borkow,14.74
13076016,Brahlstorf,30.92
13076017,Brenz,39.01
13076018,Bresegard bei Eldena,17.21
13076019,Bresegard bei Picher,17.19
13076020,"Brüel, Stadt",93.94
13076021,Brunow,13.82
13076023,Bülow,13.21
13076024,Cambs,29.8
13076025,"Crivitz, Stadt",60.66
13076026,Dabel,52.52
13076027,Dambeck,15.77
13076029,Demen,25.99
13076030,Dersenow,19.86
13076032,Dobbertin,17.64
13076033,Dobin am See,57.85
13076034,"Dömitz, Stadt",47.28
13076035,Domsühl,32
13076036,Dümmer,49.59
13076037,Eldena,33.7
13076038,Friedrichsruhe,24.81
13076039,Gallin,24.44
13076040,Gallin-Kuppentin,14.5
13076041,Gammelin,30.75
13076044,Gneven,32.47
13076046,Göhlen,16.05
13076048,"Goldberg, Stadt",50
13076049,Gorlosen,8.29
13076050,"Grabow, Stadt",75.03
13076051,Granzin,15.8
13076053,Grebs-Niendorf,17.21
13076054,Gresse,29.36
13076055,Greven,20.02
13076056,Groß Godems,24.77
13076057,Groß Krams,15.87
13076058,Groß Laasch,33.77
13076060,"Hagenow, Stadt",178
13076062,Hohen Pritz,15.31
13076063,Holthusen,47.96
13076064,Hoort,25.35
13076065,Hülseburg,16.39
13076067,Karenz,30.67
13076068,Karrenzin,19.52
13076069,Karstädt,30.17
13076070,Kirch Jesar,34.67
13076071,Klein Rogahn,122.3
13076072,Kobrow,10.46
13076073,Kogel,21.48
13076075,Kreien,14.7
13076076,Kremmin,14.61
13076077,Kritzow,18.19
13076078,Kuhlen-Wendorf,15.27
13076079,Kuhstorf,45.46
13076080,Langen Brütz,30.65
13076082,Leezen,79
13076085,Lewitzrand,29.5
13076086,Lübesse,34.59
13076087,Lüblow,25.46
13076088,"Lübtheen, Stadt",36.89
13076089,"Lübz, Stadt",78.89
13076090,"Ludwigslust, Stadt",152.1
13076092,Lüttow-Valluhn,33.37
13076093,Malk Göhren,18.34
13076094,Malliß,43.93
13076096,Mestlin,23.08
13076097,Milow,10.76
13076098,Möllenbeck,9.88
13076099,Moraas,28.01
13076100,Muchow,14.13
13076101,Mustin,12.71
13076102,Neu Gülze,62.63
13076103,Neu Kaliß,54.68
13076104,Neu Poserin,10.49
13076105,"Neustadt-Glewe, Stadt",69.81
13076106,Nostorf,29
13076107,Pampow,276.11
13076108,"Parchim, Stadt",143.36
13076109,Passow,27.65
13076110,Pätow-Steegen,37.93
13076111,Picher,16.17
13076112,Pinnow,107.36
13076113,Plate,148.35
13076114,"Plau am See, Stadt",51.26
13076115,Prislich,24.27
13076116,Pritzier,22.3
13076117,Raben Steinfeld,107.4
13076118,Rastow,36.04
13076119,Redefin,30.04
13076120,Rom,23.49
13076121,Schossin,21.63
13076122,Schwanheide,25.47
13076125,Siggelkow,15.15
13076126,Spornitz,24.01
13076128,"Sternberg, Stadt",55.68
13076129,Stolpe,16.26
13076130,Stralendorf,113.13
13076131,Strohkirchen,21
13076133,Sukow,71.02
13076134,Sülstorf,43.61
13076135,Techentin,15.78
13076136,Teldau,23.85
13076138,Tessin b. Boizenburg,35.51
13076140,Tramm,19.53
13076141,Uelitz,31.94
13076142,Vellahn,25.6
13076143,Vielank,16.39
13076145,Warlitz,19.36
13076146,Warlow,34.15
13076147,Warsow,43.64
13076148,Weitendorf,7.72
13076151,Werder,17.23
13076152,"Wittenburg, Stadt",78.67
13076153,Wittendörp,27.46
13076154,Wittenförden,197.15
13076155,Witzin,23.26
13076156,Wöbbelin,40.15
13076158,Zapel,37.49
13076159,"Zarrentin am Schaalsee, Stadt",57.8
13076160,Ziegendorf,16.23
13076161,Zierzow,29.93
13076162,Zölkow,19.61
13076163,Zülow,19.8
13076164,Obere Warnow,15.76
13076165,Gehlsbach,15.61
13076166,Ganzlin,15.63
13076167,Kloster Tempzin,23.12
13076168,Ruhner Berge,18.22
13076169,Toddin,27.95
14511000,"Chemnitz, Stadt",1111.24
14521010,Amtsberg,154.28
14521020,"Annaberg-Buchholz, Stadt",668.38
14521035,"Aue-Bad Schlema, Stadt",517.92
14521040,Auerbach,277.29
14521060,Bärenstein,393.42
14521080,Bockau,108.41
14521090,Börnichen/Erzgeb.,61.45
14521110,Breitenbrunn/Erzgeb.,79.88
14521120,Burkhardtsdorf,279.74
14521130,Crottendorf,104.83
14521140,Deutschneudorf,104.72
14521150,Drebach,147.41
14521160,"Ehrenfriedersdorf, Stadt",273.32
14521170,"Eibenstock, Stadt",60.54
14521180,"Elterlein, Stadt",57.63
14521200,Gelenau/Erzgeb.,191.42
14521210,"Geyer, Stadt",175.38
14521220,Gornau/Erzgeb.,186.35
14521230,Gornsdorf,454.18
14521240,Großolbersdorf,120.02
14521250,Großrückerswalde,119.25
14521260,"Grünhain-Beierfeld, Stadt",250.29
14521270,Grünhainichen,105.57
14521280,Heidersdorf,78.02
14521290,Hohndorf,635.24
14521310,Jahnsdorf/Erzgeb.,200.61
14521320,"Johanngeorgenstadt, Stadt",120.55
14521330,"Jöhstadt, Stadt",48.56
14521340,Königswalde,106.61
14521355,"Lauter-Bernsbach, Stadt",270.11
14521370,"Lößnitz, Stadt",247.85
14521380,"Lugau/Erzgeb., Stadt",335.62
14521390,"Marienberg, Stadt",120.9
14521400,Mildenau,105.37
14521410,Neukirchen/Erzgeb.,339.87
14521420,Niederdorf,98.47
14521430,Niederwürschnitz,418.54
14521440,"Oberwiesenthal, Kurort, Stadt",48.18
14521450,"Oelsnitz/Erzgeb., Stadt",416.82
14521460,"Olbernhau, Stadt",79.4
14521495,"Pockau-Lengefeld, Stadt",87.19
14521500,Raschau-Markersbach,119.6
14521510,"Scheibenberg, Stadt",219.11
14521520,"Schlettau, Stadt",104.05
14521530,"Schneeberg, Stadt",572.89
14521540,Schönheide,142.7
14521550,"Schwarzenberg/Erzgeb., Stadt",334.16
14521560,Sehmatal,134.76
14521570,"Seiffen/Erzgeb., Kurort",146.42
14521590,"Stollberg/Erzgeb., Stadt",285.38
14521600,Stützengrün,106.54
14521610,Tannenberg,127.73
14521620,"Thalheim/Erzgeb., Stadt",551.99
14521630,Thermalbad Wiesenbad,128.17
14521640,"Thum, Stadt",248.41
14521670,"Wolkenstein, Stadt",123.34
14521690,"Zschopau, Stadt, Motorradstadt",384.55
14521700,Zschorlau,228.92
14521710,"Zwönitz, Stadt",176.81
14522010,Altmittweida,133.24
14522020,"Augustusburg, Stadt",187.3
14522035,Bobritzsch-Hilbersdorf,102.45
14522050,"Brand-Erbisdorf, Stadt",189.88
14522060,"Burgstädt, Stadt",402.36
14522070,Claußnitz,135.87
14522080,"Döbeln, Stadt",259.61
14522090,Dorfchemnitz,48.51
14522110,Eppendorf,111.81
14522120,Erlau,81.76
14522140,"Flöha, Stadt",366.82
14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt",208.15
14522170,"Frauenstein, Stadt",45.03
14522180,"Freiberg, Stadt, Universitätsstadt",859.43
14522190,"Geringswalde, Stadt",135.31
14522200,Großhartmannsdorf,73.26
14522210,"Großschirma, Stadt",84.65
14522220,Großweitzschen,59.46
14522230,"Hainichen, Stadt",159.58
14522240,Halsbrücke,121.81
14522250,"Hartha, Stadt",119.54
14522260,Hartmannsdorf,426.26
14522275,Jahnatal,66.27
14522280,Königsfeld,48.45
14522290,Königshain-Wiederau,79.89
14522300,Kriebstein,62.93
14522310,"Leisnig, Stadt",102.8
14522320,Leubsdorf,92.2
14522330,Lichtenau,140.66
14522340,Lichtenberg/Erzgeb.,78.59
14522350,"Lunzenau, Stadt",136.91
14522360,"Mittweida, Stadt, Hochschulstadt",335.41
14522380,Mühlau,259.48
14522390,Mulda/Sa.,54.66
14522400,Neuhausen/Erzgeb.,50.89
14522420,Niederwiesa,287.49
14522430,Oberschöna,71.26
14522440,"Oederan, Stadt",97.88
14522460,"Penig, Stadt",127.19
14522470,Rechenberg-Bienenmühle,33.4
14522480,Reinsberg,55.86
14522490,"Rochlitz, Stadt, Stadt des Roten Porphyr",233.54
14522500,Rossau,61.62
14522510,"Roßwein, Stadt",162.07
14522520,"Sayda, Stadt",47
14522530,Seelitz,52.21
14522540,Striegistal,59.17
14522550,Taura,205.67
14522570,"Waldheim, Stadt",215.51
14522580,Wechselburg,67.13
14522590,Weißenborn/Erzgeb.,107.44
14522600,Zettlitz,41.52
14523010,"Adorf/Vogtl., Stadt",103.58
14523020,"Auerbach/Vogtl., Stadt",311.85
14523030,Bad Brambach,35.47
14523040,"Bad Elster, Stadt",179.67
14523050,Bergen,106.83
14523060,Bösenbrunn,30.81
14523080,Eichigt,33
14523090,Ellefeld,530.11
14523100,"Elsterberg, Stadt",143.78
14523120,"Falkenstein/Vogtl., Stadt",237.86
14523130,Grünbach,58.98
14523150,Heinsdorfergrund,88.52
14523160,"Klingenthal, Stadt",144.51
14523170,"Lengenfeld, Stadt",147.02
14523190,Limbach,98.03
14523200,"Markneukirchen, Stadt",102.27
14523230,Mühlental,29.43
14523245,Muldenhammer,50.04
14523260,"Netzschkau, Stadt",288.97
14523270,Neuensalz,60.94
14523280,Neumark,166.38
14523290,Neustadt/Vogtl.,73.5
14523300,"Oelsnitz/Vogtl., Stadt",187.51
14523310,"Pausa-Mühltroff, Stadt",72.12
14523320,"Plauen, Stadt",642.43
14523330,Pöhl,64.6
14523340,"Reichenbach im Vogtland, Stadt",574.33
14523360,"Rodewisch, Stadt",228.26
14523365,Rosenbach/Vogtl.,58.32
14523370,"Schöneck/Vogtl., Stadt",51.92
14523380,Steinberg,129.26
14523410,Theuma,95.88
14523420,Tirpersdorf,68.57
14523430,"Treuen, Stadt",173.69
14523440,Triebel/Vogtl.,26.18
14523450,Weischlitz,46.18
14523460,Werda,108.83
14524010,Bernsdorf,140.55
14524020,Callenberg,117.13
14524030,"Crimmitschau, Stadt",298.86
14524040,Crinitzberg,93.2
14524050,Dennheritz,94.69
14524060,Fraureuth,221.37
14524070,Gersdorf,377.61
14524080,"Glauchau, Stadt",415.38
14524090,"Hartenstein, Stadt",120.19
14524100,Hartmannsdorf b. Kirchberg,48.58
14524110,Hirschfeld,54.79
14524120,"Hohenstein-Ernstthal, Stadt",742.09
14524130,"Kirchberg, Stadt",194.08
14524140,Langenbernsdorf,93.26
14524150,Langenweißbach,104.16
14524160,"Lichtenstein/Sa., Stadt",702.97
14524170,Lichtentanne,218
14524180,"Limbach-Oberfrohna, Stadt",471.48
14524190,"Meerane, Stadt",684.86
14524200,Mülsen,213.54
14524210,Neukirchen/Pleiße,222.68
14524220,Niederfrohna,215.4
14524230,"Oberlungwitz, Stadt",389.37
14524240,Oberwiera,71.53
14524250,Reinsdorf,329.84
14524260,Remse,108.79
14524270,Schönberg,55.41
14524280,St. Egidien,144.73
14524290,"Waldenburg, Stadt",157.26
14524300,"Werdau, Stadt",312.71
14524310,"Wildenfels, Stadt",166.92
14524320,"Wilkau-Haßlau, Stadt",744.51
14524330,"Zwickau, Stadt, Hochschulstadt",852.12
14612000,"Dresden, Stadt",1719.75
14625010,Arnsdorf,138.32
14625020,"Bautzen / Budyšin, Stadt",563.55
14625030,"Bernsdorf, Stadt",104.28
14625040,"Bischofswerda, Stadt",228.87
14625060,Burkau / Porchow,81.35
14625080,Crostwitz / Chrós?icy,77.42
